label,Label,Deposit,SiO2,TiO2,Al2O3,TFe2O3,MnO,MgO,CaO,Na2O,K2O,P2O5,Rb,Sr,Y,Zr,Nb,Ba,La,Ce,Pr,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,Hf,Ta,Th,U
1,Cu-rich PCDs,Shujiadian Cu,53.7,1.0,17.6,7.1,0.2,3.0,7.7,4.0,3.4,0.4,65.5,976.0,18.0,32.9,14.3,895.0,46.7,88.9,9.9,36.8,6.4,1.8,5.7,0.8,3.6,0.7,2.0,0.3,1.7,0.3,5.0,0.8,8.7,1.8
1,Cu-rich PCDs,Luoboling Cu-Mo,65.01,0.54,15.08,4.56,0.1,2.13,3.85,2.98,4.01,0.24,159.0,507.0,16.89,158.0,18.32,765.0,34.23,62.33,6.87,23.66,4.98,1.03,3.78,0.55,2.99,0.62,1.79,0.31,2.04,0.31,4.29,2.32,22.71,8.87
1,Cu-rich PCDs,Baogutu Cu-Mo,59.3,0.77,16.8,5.49,0.08,3.84,6.09,4.08,1.6,0.19,51.3,611.0,14.5,138.0,2.42,475.0,12.0,26.8,3.49,16.3,3.34,1.05,3.06,0.5,2.76,0.53,1.57,0.21,1.45,0.2,3.4,0.18,3.13,0.66
1,Cu-rich PCDs,Luoboling Cu-Mo,65.74,0.41,16.02,3.49,0.08,1.59,3.91,3.46,4.04,0.21,159.0,515.0,13.22,127.0,14.01,796.0,30.39,59.7,5.98,21.9,3.69,0.97,2.78,0.36,2.38,0.5,1.43,0.21,1.47,0.26,3.54,1.6,35.61,11.72
1,Cu-rich PCDs,Baogutu Cu-Mo,58.45,0.78,17.39,6.69,0.11,3.63,6.33,4.03,1.16,0.17,23.26,739.0,14.56,90.77,2.53,486.4,9.82,20.44,3.01,12.51,2.95,0.95,2.75,0.44,2.62,0.53,1.51,0.22,1.46,0.22,2.89,0.17,1.88,0.61
1,Cu-rich PCDs,Tuwu-Yandong Cu,68.21,0.29,15.68,3.35,0.04,1.2,2.47,4.65,1.28,0.13,27.3,509.0,8.0,38.1,2.25,281.0,11.1,22.2,2.73,10.9,2.07,0.67,1.68,0.27,1.49,0.28,0.88,0.13,0.87,0.12,1.3,0.2,1.26,1.04
0,Au-rich PCDs,Almalyk Cu-Au,65.92,0.28,14.17,4.41,0.06,1.14,1.25,1.97,7.0,0.18,159.0,223.0,13.0,132.0,8.62,657.0,13.73,26.72,3.51,13.89,2.97,0.75,2.52,0.38,2.2,0.44,1.21,0.18,1.2,0.19,4.14,0.89,23.1,4.18
1,Cu-rich PCDs,Erdenet Cu-Mo,66.0,0.72,15.75,4.26,0.04,1.62,2.86,4.3,2.81,0.18,61.6,798.0,12.9,203.0,5.09,1138.0,14.6,30.0,3.8,15.4,3.16,0.91,3.15,0.44,2.48,0.48,1.35,0.19,1.25,0.18,4.75,0.28,3.67,1.28
1,Cu-rich PCDs,Baogutu Cu-Mo,60.7,0.71,16.2,5.98,0.09,3.57,5.67,4.33,1.67,0.18,43.2,543.0,15.0,109.0,3.14,611.0,16.4,33.5,4.27,19.0,3.57,0.99,3.27,0.51,2.84,0.54,1.53,0.22,1.4,0.22,3.02,0.24,3.51,0.9
1,Cu-rich PCDs,Highland Valley Cu-Mo distrct,68.97,0.26,16.21,2.59,0.05,0.83,3.31,4.63,2.26,0.11,45.6,634.6,5.0,54.0,1.6,959.0,9.1,16.4,2.02,6.7,1.45,0.44,1.19,0.16,0.94,0.16,0.57,0.08,0.6,0.1,1.5,0.1,1.5,1.2
1,Cu-rich PCDs,Borly Cu-Mo,67.34,0.43,14.71,3.96,0.07,1.61,3.22,3.15,3.76,0.1,152.0,294.0,23.5,125.0,10.2,616.0,33.5,62.4,7.11,24.9,4.5,0.81,4.03,0.71,3.96,0.8,2.46,0.43,2.92,0.43,4.52,1.07,26.2,5.03
1,Cu-rich PCDs,Luoboling Cu-Mo,65.59,0.56,15.72,1.95,0.06,1.97,4.43,1.85,7.63,0.25,205.0,349.0,16.5,131.0,14.7,680.0,30.4,63.2,6.8,25.8,4.35,1.3,3.61,0.51,2.73,0.59,1.7,0.25,1.57,0.27,3.7,1.5,15.1,6.78
0,Au-rich PCDs,Atlas Cu-Au,59.75,0.43,16.2,7.65,0.09,3.07,5.15,4.02,0.67,0.17,8.9,609.0,10.9,97.0,2.9,262.0,12.9,25.5,3.07,12.1,2.26,0.9,2.18,0.3,1.8,0.41,1.16,0.17,1.27,0.22,2.5,0.2,3.14,0.41
1,Cu-rich PCDs,Quellaveco Cu-Mo,65.88,0.38,16.52,3.1,0.03,1.14,3.2,3.69,2.23,0.16,56.0,769.6,6.0,79.8,3.2,685.0,14.0,27.9,3.25,12.6,2.26,0.75,1.84,0.23,1.06,0.21,0.68,0.09,0.54,0.09,2.4,0.2,2.4,1.2
0,Au-rich PCDs,Xiongcun I Cu-Au,69.7,0.36,13.72,6.47,0.06,0.6,0.49,0.4,3.93,0.02,105.3,49.02,11.77,92.17,0.96,202.1,7.46,14.55,1.64,7.97,1.75,0.62,1.92,0.3,1.82,0.38,1.18,0.21,1.15,0.18,2.26,0.07,2.8,0.21
1,Cu-rich PCDs,Baogutu Cu-Mo,59.02,0.92,14.67,8.49,0.08,4.47,5.62,3.35,2.02,0.21,100.0,486.0,19.5,46.7,3.6,442.0,14.9,31.9,4.05,17.1,3.85,1.05,3.41,0.6,3.45,0.67,1.97,0.3,1.96,0.32,1.71,0.24,2.19,0.97
1,Cu-rich PCDs,Baogutu Cu-Mo,55.9,0.82,16.4,6.6,0.1,5.75,7.25,3.97,1.39,0.16,47.0,551.0,15.5,64.1,2.3,396.0,9.69,21.0,2.81,13.1,2.97,0.99,2.71,0.51,2.91,0.57,1.65,0.23,1.55,0.22,2.07,0.17,1.82,0.62
0,Au-rich PCDs,Nurkazghan Cu-Au,57.98,0.54,17.18,7.8,0.1,1.87,5.45,4.91,1.23,0.3,45.2,634.0,17.8,124.0,6.35,304.0,24.2,45.7,5.04,17.9,3.76,1.52,3.21,0.49,3.14,0.6,1.83,0.29,1.85,0.31,3.61,0.47,3.87,3.02
1,Cu-rich PCDs,Tsagaan Suvarga Cu-Mo,73.42,0.13,14.03,0.41,0.02,0.13,0.17,2.69,7.57,0.03,112.0,108.0,2.21,87.0,6.0,557.0,5.72,7.79,0.74,2.64,0.48,0.14,0.49,0.06,0.38,0.08,0.26,0.05,0.3,0.06,3.18,0.37,4.8,0.83
0,Au-rich PCDs,Shaxi Cu-Au,57.34,0.6,17.78,6.64,0.04,3.04,4.99,5.12,1.67,0.36,32.2,947.0,10.4,41.2,4.6,540.0,14.0,30.4,3.74,15.6,3.35,1.09,3.02,0.41,2.26,0.43,1.15,0.16,0.93,0.15,1.1,0.25,2.6,0.9
1,Cu-rich PCDs,Baogutu Cu-Mo,62.05,0.69,15.73,5.85,0.06,3.91,5.44,4.16,0.65,0.14,14.63,559.0,14.5,131.6,3.2,354.0,10.86,22.97,3.2,14.95,2.77,0.92,2.87,0.39,2.5,0.49,1.37,0.21,1.36,0.21,3.9,0.21,4.09,1.03
1,Cu-rich PCDs,Quellaveco Cu-Mo,65.16,0.35,16.2,3.11,0.04,0.99,3.1,4.28,3.52,0.15,63.2,628.4,4.9,89.4,3.6,664.0,19.6,34.9,3.7,13.1,2.07,0.6,1.4,0.16,0.82,0.16,0.5,0.08,0.51,0.1,2.7,0.3,3.3,1.0
1,Cu-rich PCDs,Baogutu Cu-Mo,53.19,0.77,17.35,8.12,0.12,5.98,8.69,3.04,0.54,0.15,7.46,609.0,11.89,49.51,1.97,278.0,7.13,16.38,2.19,10.56,2.13,0.83,2.32,0.38,2.28,0.46,1.39,0.19,1.21,0.19,1.58,0.12,1.37,0.34
0,Au-rich PCDs,Duobaoshan-Tongshan Cu-Au-Mo,62.64,0.38,17.7,4.72,0.1,2.08,4.0,2.93,3.21,0.15,53.7,682.0,10.3,77.8,4.4,520.0,12.8,24.4,3.09,12.4,2.46,0.83,2.21,0.3,1.73,0.34,1.03,0.15,1.0,0.15,2.03,0.39,2.16,1.87
0,Au-rich PCDs,Pulang Cu-Au,63.0,0.5,15.2,7.0,0.07,2.2,3.7,3.3,4.3,0.2,86.0,1403.0,13.0,178.0,9.3,2279.0,49.5,90.7,9.36,33.7,5.16,1.44,3.73,0.47,2.36,0.45,1.35,0.2,1.23,0.18,4.5,1.03,13.6,3.3
1,Cu-rich PCDs,Erdenet Cu-Mo,69.38,0.38,15.71,2.73,0.03,0.96,1.58,5.08,2.33,0.13,42.3,844.0,5.15,116.0,2.63,880.0,13.3,26.4,3.04,11.5,1.96,0.6,1.71,0.19,1.0,0.18,0.52,0.07,0.45,0.08,2.87,0.25,2.75,1.04
1,Cu-rich PCDs,Quellaveco Cu-Mo,65.36,0.44,16.26,2.61,0.04,1.42,2.52,3.51,3.77,0.18,86.8,735.4,6.2,108.6,3.9,958.0,19.0,36.2,4.24,15.7,2.78,0.68,1.94,0.25,1.26,0.24,0.68,0.11,0.6,0.11,3.0,0.2,3.2,1.7
0,Au-rich PCDs,Duobaoshan-Tongshan Cu-Au-Mo,63.61,0.39,17.68,4.54,0.08,1.32,4.62,4.18,1.5,0.14,22.5,804.0,9.81,69.8,4.69,297.0,12.7,24.4,3.02,12.1,2.37,0.76,2.13,0.29,1.66,0.33,0.97,0.14,0.97,0.15,1.89,0.36,2.96,2.52
1,Cu-rich PCDs,Shujiadian Cu,59.3,0.6,17.2,5.2,0.1,1.5,4.8,5.1,1.9,0.2,55.8,1005.0,11.3,24.5,10.7,716.0,26.2,53.7,6.1,24.0,4.6,1.6,3.7,0.5,2.2,0.4,1.0,0.2,0.8,0.1,0.9,0.7,3.5,1.2
0,Au-rich PCDs,Nurkazghan Cu-Au,65.15,0.39,15.28,4.56,0.07,1.17,3.27,3.61,3.78,0.17,67.4,556.0,15.3,132.0,6.66,760.0,13.0,25.0,3.12,12.2,2.69,0.92,2.3,0.43,2.4,0.45,1.44,0.23,1.63,0.25,3.6,0.47,4.36,1.44
1,Cu-rich PCDs,Yuhai Cu-Mo,63.9,0.36,16.96,5.43,0.15,1.72,5.85,4.14,0.32,0.2,4.0,904.0,13.1,62.0,2.5,207.0,18.4,34.7,4.02,15.8,3.08,1.0,2.44,0.34,2.13,0.41,1.22,0.19,1.37,0.24,1.7,0.2,1.76,0.78
1,Cu-rich PCDs,Highland Valley Cu-Mo distrct,66.27,0.34,16.63,3.38,0.06,1.14,4.34,4.77,1.11,0.15,12.8,680.7,5.2,69.8,1.6,695.0,8.1,17.1,1.84,7.5,1.71,0.51,1.27,0.18,1.04,0.2,0.5,0.09,0.54,0.1,2.4,0.1,1.9,0.8
1,Cu-rich PCDs,Aktogai Cu,69.01,0.43,15.54,1.86,0.02,1.5,1.42,4.21,3.96,0.18,72.01,718.5,9.77,112.3,3.91,1002.8,18.74,36.13,4.45,16.55,2.91,0.78,2.4,0.33,1.75,0.34,0.93,0.14,0.94,0.15,3.58,0.27,7.25,1.59
1,Cu-rich PCDs,Jebel Ohier Cu-Au,54.4,1.56,17.25,9.3,0.16,4.3,7.0,3.8,2.11,0.53,39.6,653.0,27.2,239.0,6.2,609.0,22.2,52.3,6.57,29.5,6.89,1.83,6.07,0.94,5.68,1.09,3.09,0.45,2.93,0.43,5.9,0.4,3.19,1.3
1,Cu-rich PCDs,Tsagaan Suvarga Cu-Mo,65.22,0.14,17.34,1.31,0.04,0.21,1.57,5.71,4.93,0.07,101.0,421.0,8.05,79.13,3.77,807.0,9.12,27.78,1.74,6.47,1.39,0.51,0.89,0.17,1.15,0.27,0.84,0.16,1.11,0.17,2.47,0.19,3.8,2.77
1,Cu-rich PCDs,Yuhai Cu-Mo,62.87,0.39,17.39,5.57,0.06,1.91,5.67,4.13,0.41,0.25,5.92,913.0,13.9,84.2,7.57,430.0,43.8,76.3,8.43,33.7,5.35,1.66,4.13,0.58,2.8,0.45,1.33,0.24,1.6,0.25,2.53,0.17,3.61,5.12
1,Cu-rich PCDs,Baogutu Cu-Mo,58.61,1.04,15.71,7.66,0.06,4.2,6.26,3.7,1.58,0.22,48.9,495.0,17.0,46.5,3.52,399.0,12.3,28.2,3.83,17.0,3.79,1.06,3.2,0.59,3.23,0.65,1.82,0.27,1.6,0.26,1.4,0.22,2.1,0.45
1,Cu-rich PCDs,Baogutu Cu-Mo,58.61,0.7,17.28,6.94,0.09,3.37,5.54,3.98,1.35,0.16,26.0,589.0,11.86,73.08,1.85,509.0,8.3,18.22,2.42,11.41,2.25,0.88,2.53,0.36,2.19,0.44,1.27,0.18,1.25,0.17,2.22,0.11,2.44,0.56
1,Cu-rich PCDs,Tuwu-Yandong Cu,68.84,0.25,15.76,2.21,0.04,1.11,2.59,4.27,2.18,0.1,36.7,429.0,7.35,57.1,2.68,466.0,9.3,19.1,2.29,9.0,1.66,0.71,1.44,0.2,1.31,0.21,0.69,0.16,0.82,0.13,1.61,0.27,1.52,0.68
1,Cu-rich PCDs,Baogutu Cu-Mo,55.73,0.89,17.21,5.66,0.05,3.87,6.24,5.12,2.97,0.29,21.72,908.7,11.89,79.47,2.4,542.5,24.61,55.16,7.86,31.86,6.51,1.9,4.71,0.53,2.58,0.46,1.14,0.16,1.02,0.15,2.36,0.13,3.81,3.56
1,Cu-rich PCDs,Highland Valley Cu-Mo distrct,68.7,0.3,16.3,2.7,0.1,0.7,3.5,4.9,1.8,0.1,31.9,658.0,5.9,76.8,2.2,970.0,10.2,19.6,2.3,8.7,1.7,0.5,1.6,0.2,1.2,0.2,0.6,0.1,0.8,0.1,2.0,0.1,1.4,1.0
1,Cu-rich PCDs,Baogutu Cu-Mo,55.7,0.97,17.2,7.13,0.09,4.3,5.94,3.92,1.97,0.21,81.0,625.0,18.2,57.5,3.72,503.0,14.8,31.6,4.18,19.2,3.87,1.27,3.61,0.64,3.49,0.66,1.89,0.26,1.68,0.24,1.72,0.27,2.22,0.8
1,Cu-rich PCDs,Baogutu Cu-Mo,51.83,1.04,18.26,8.97,0.13,5.94,8.32,4.0,0.45,0.21,3.84,830.5,17.81,64.91,2.16,285.4,9.19,21.12,3.29,14.5,3.54,1.14,3.45,0.55,3.36,0.69,1.91,0.27,1.75,0.25,1.91,0.12,0.29,0.13
0,Au-rich PCDs,Bozshakol Cu-Au,75.22,0.27,13.99,0.79,0.02,0.76,0.42,3.75,3.27,0.02,35.5,238.0,9.88,91.4,5.23,934.0,10.6,19.8,2.18,8.59,1.86,0.59,1.64,0.32,1.63,0.34,0.94,0.14,0.94,0.17,2.87,0.32,3.45,0.86
1,Cu-rich PCDs,Wunugetushan Cu-Mo,69.2,0.37,16.05,2.4,0.01,0.1,1.29,4.5,3.36,0.12,135.0,26.7,3.96,111.0,5.21,660.0,16.3,30.5,3.52,11.6,1.85,0.44,1.19,0.14,0.65,0.11,0.32,0.05,0.4,0.07,3.45,0.35,2.39,1.1
1,Cu-rich PCDs,Xiaokelehe Cu-Mo,65.84,0.53,16.1,3.05,0.06,1.02,2.81,5.01,2.88,0.2,41.2,1065.0,6.1,194.0,6.5,1045.0,29.9,59.3,6.7,24.6,3.87,0.89,2.35,0.27,1.33,0.23,0.57,0.08,0.48,0.07,4.9,0.37,4.45,1.14
1,Cu-rich PCDs,Baogutu Cu-Mo,53.22,1.05,16.16,9.85,0.11,4.77,8.37,4.11,1.07,0.29,40.4,792.0,19.0,45.2,2.96,319.0,21.8,49.8,6.73,29.3,5.9,1.67,4.68,0.73,3.91,0.71,2.0,0.32,1.85,0.3,1.86,0.16,1.67,0.52
0,Au-rich PCDs,Pulang Cu-Au,66.38,0.5,14.52,3.67,0.05,2.0,3.11,3.61,4.17,0.28,104.0,774.0,13.0,167.0,10.6,912.0,24.6,46.9,5.25,19.9,3.75,0.98,3.01,0.43,2.29,0.42,1.22,0.17,1.14,0.17,4.58,0.84,16.1,2.81
1,Cu-rich PCDs,Baogutu Cu-Mo,53.83,1.05,16.34,9.34,0.1,5.04,7.53,3.6,1.54,0.29,93.6,760.0,22.0,57.3,2.97,336.0,26.4,53.3,7.15,30.7,6.26,1.48,5.05,0.83,4.43,0.82,2.32,0.34,2.07,0.33,2.19,0.15,1.87,1.1
1,Cu-rich PCDs,Baogutu Cu-Mo,57.72,0.88,17.01,6.56,0.08,4.51,6.94,4.03,1.31,0.24,41.22,739.0,14.9,93.04,2.96,418.9,14.19,29.57,4.45,18.25,4.0,1.18,3.39,0.49,2.84,0.56,1.53,0.22,1.43,0.21,2.84,0.21,2.61,1.29
0,Au-rich PCDs,Atlas Cu-Au,59.31,0.48,17.12,5.89,0.07,3.02,5.75,3.3,1.06,0.18,14.4,626.0,12.7,97.0,3.5,310.0,16.6,32.8,3.76,14.9,2.96,1.0,2.48,0.37,2.2,0.49,1.4,0.22,1.46,0.24,2.8,0.2,3.66,0.85
0,Au-rich PCDs,Atlas Cu-Au,59.15,0.46,17.1,6.03,0.12,3.08,4.88,3.61,1.87,0.16,32.9,586.0,12.1,97.0,3.2,343.0,17.3,33.9,3.72,14.1,2.66,1.0,2.32,0.36,2.03,0.44,1.29,0.19,1.31,0.22,2.6,0.2,3.11,0.61
1,Cu-rich PCDs,Highland Valley Cu-Mo distrct,68.1,0.3,16.1,3.0,0.1,0.9,3.7,4.8,1.8,0.1,29.6,571.4,4.9,66.2,1.9,924.0,9.0,17.4,2.0,8.7,1.5,0.5,1.5,0.2,1.0,0.2,0.5,0.1,0.6,0.1,1.9,0.1,1.6,0.8
0,Au-rich PCDs,Pulang Cu-Au,65.4,0.51,15.25,3.93,0.02,1.94,3.56,3.89,3.64,0.25,100.0,972.0,13.4,169.0,10.4,1110.0,38.6,69.7,7.48,26.3,4.32,1.08,3.21,0.51,2.48,0.49,1.38,0.2,1.27,0.2,4.32,0.72,14.2,3.55
0,Au-rich PCDs,Duobaoshan-Tongshan Cu-Au-Mo,64.13,0.35,15.64,4.45,0.03,1.82,3.31,3.51,2.96,0.14,55.2,492.0,8.8,95.0,4.1,444.0,13.5,26.7,3.23,12.3,2.42,0.77,2.03,0.29,1.65,0.33,0.96,0.16,1.1,0.17,2.6,0.31,2.43,1.02
1,Cu-rich PCDs,Baogutu Cu-Mo,63.89,0.64,15.46,4.62,0.05,2.91,4.23,4.03,2.47,0.15,66.32,495.0,19.74,205.6,4.55,675.5,21.78,44.1,5.88,22.88,4.67,1.05,4.01,0.61,3.59,0.72,1.99,0.29,1.91,0.29,5.68,0.32,5.38,1.39
0,Au-rich PCDs,Pulang Cu-Au,66.5,0.5,15.0,4.3,0.02,2.1,2.6,4.0,3.4,0.2,110.0,945.0,13.0,164.0,8.9,1070.0,26.1,49.5,5.44,20.1,3.9,0.99,2.84,0.39,2.2,0.41,1.2,0.17,1.14,0.18,4.0,0.93,11.3,4.51
0,Au-rich PCDs,Duobaoshan-Tongshan Cu-Au-Mo,67.22,0.24,11.09,4.82,0.09,1.73,6.12,1.69,3.77,0.11,70.4,128.0,9.3,67.0,3.7,424.0,12.4,26.1,3.31,13.4,2.41,0.76,2.27,0.28,1.6,0.34,0.94,0.14,0.98,0.15,2.0,0.3,2.31,1.01
1,Cu-rich PCDs,Shujiadian Cu,59.5,0.6,16.8,5.5,1e-10,1.8,4.6,4.1,2.9,0.2,75.7,852.0,10.0,22.1,9.4,800.0,23.7,48.6,5.8,22.1,4.5,1.3,3.0,0.4,2.1,0.4,0.9,0.1,0.8,0.1,0.9,0.6,2.8,0.9
1,Cu-rich PCDs,Baogutu Cu-Mo,58.32,0.8,15.93,7.83,0.1,3.74,6.93,3.77,1.08,0.19,32.8,658.0,14.8,44.2,2.46,466.0,13.3,28.4,3.82,16.0,3.44,1.03,2.85,0.49,2.83,0.52,1.54,0.24,1.43,0.23,1.58,0.15,2.83,0.69
1,Cu-rich PCDs,Highland Valley Cu-Mo distrct,69.1,0.3,16.0,2.7,0.1,0.8,3.5,4.6,2.0,0.1,40.7,625.8,5.8,76.8,1.7,1013.0,9.9,17.0,2.1,8.6,1.5,0.5,1.3,0.2,1.1,0.2,0.5,0.1,0.5,0.1,2.1,0.2,1.9,1.0
0,Au-rich PCDs,Pulang Cu-Au,63.5,0.58,13.9,4.87,0.07,2.56,4.07,2.69,5.08,0.41,153.0,772.0,16.2,123.0,13.4,1440.0,33.4,64.2,7.45,27.8,4.88,1.36,4.08,0.62,2.98,0.57,1.61,0.23,1.45,0.22,3.56,0.97,16.8,4.17
1,Cu-rich PCDs,El Abra Cu-Mo,70.25,0.28,16.03,1.97,0.01,0.68,2.93,4.66,3.1,0.1,66.0,636.0,5.2,96.0,5.9,812.0,19.3,35.9,3.8,13.7,2.27,0.632,1.61,0.21,1.04,0.2,0.58,0.092,0.62,0.1,2.7,0.73,7.67,2.4
1,Cu-rich PCDs,Baogutu Cu-Mo,58.29,0.81,15.96,7.49,0.07,3.9,6.82,3.79,1.06,0.2,38.2,736.0,17.0,52.8,2.74,461.0,14.9,31.8,4.2,19.0,3.68,1.18,3.25,0.59,3.19,0.61,1.74,0.28,1.64,0.27,1.83,0.17,2.73,0.75
1,Cu-rich PCDs,Xiaokelehe Cu-Mo,65.9,0.52,16.24,2.99,0.06,1.08,2.91,5.13,3.07,0.2,51.9,1090.0,6.4,179.0,5.8,925.0,29.6,57.7,6.64,24.2,3.83,0.99,2.29,0.27,1.38,0.24,0.6,0.08,0.5,0.07,4.4,0.26,4.42,1.17
0,Au-rich PCDs,Batu Hijau Cu-Au,65.87,0.44,15.98,4.94,0.13,2.39,5.35,3.57,0.67,0.15,12.0,406.0,10.0,70.0,2.0,407.0,8.42,18.3,2.2,9.11,2.07,0.72,2.2,0.33,1.85,0.38,1.13,0.16,1.06,0.19,1.9,0.13,1.74,0.46
1,Cu-rich PCDs,Wunugetushan Cu-Mo,70.5,0.37,16.1,1.13,0.01,0.33,0.49,4.49,2.89,0.05,65.2,289.0,3.3,38.3,2.7,770.0,13.5,26.5,2.8,10.9,2.0,0.6,1.2,0.2,0.8,0.1,0.4,0.1,0.3,0.1,1.4,0.2,3.0,0.9
1,Cu-rich PCDs,Yuhai Cu-Mo,63.33,0.4,17.36,5.65,0.09,1.88,6.0,4.05,0.58,0.2,8.69,770.0,13.5,76.3,1.99,637.0,16.1,31.1,4.1,17.8,3.36,1.11,2.53,0.48,2.86,0.44,1.34,0.29,1.53,0.3,2.24,0.12,1.17,0.58
0,Au-rich PCDs,Oyu Tolgoi Cu-Au,65.13,0.31,16.01,2.91,0.04,0.56,2.41,4.18,4.87,0.11,94.0,514.0,14.4,105.0,5.6,971.0,13.2,24.4,2.93,10.2,2.18,0.73,2.09,0.34,2.11,0.45,1.43,0.23,1.5,0.24,2.7,0.29,2.32,1.64
1,Cu-rich PCDs,Baogutu Cu-Mo,58.0,0.95,16.2,6.78,0.09,4.67,6.11,4.08,1.49,0.23,50.6,517.0,21.1,83.3,3.86,544.0,15.8,34.2,4.56,21.0,4.42,1.23,3.95,0.74,3.93,0.75,2.14,0.3,1.98,0.3,2.53,0.27,2.71,1.79
1,Cu-rich PCDs,El Abra Cu-Mo,69.68,0.29,16.28,2.12,0.02,0.68,2.99,4.67,3.21,0.11,56.0,658.0,6.1,112.0,6.7,920.0,21.3,40.1,4.35,15.4,2.56,0.683,1.78,0.24,1.14,0.21,0.62,0.104,0.7,0.11,2.8,0.74,7.44,2.46
0,Au-rich PCDs,Shaxi Cu-Au,57.13,0.6,17.64,7.27,0.04,2.58,5.07,5.22,2.17,0.35,72.3,1040.0,13.8,36.3,5.3,770.0,24.2,51.2,6.5,25.2,5.2,1.76,4.11,0.53,2.72,0.51,1.31,0.19,1.13,0.18,1.1,0.24,3.7,1.5
1,Cu-rich PCDs,Yuhai Cu-Mo,64.41,0.43,16.63,4.97,0.18,1.7,5.47,4.81,0.22,0.24,3.2,870.0,14.8,91.0,3.3,241.0,17.7,36.9,4.34,18.2,3.63,1.06,2.98,0.41,2.44,0.48,1.39,0.21,1.4,0.23,2.3,0.2,2.19,0.74
1,Cu-rich PCDs,Highland Valley Cu-Mo distrct,68.2,0.3,16.3,2.9,0.1,0.7,3.5,4.6,1.9,0.1,40.5,711.8,7.2,98.8,2.3,935.0,11.3,21.9,2.5,9.1,1.7,0.5,1.4,0.2,1.1,0.2,0.8,0.1,0.7,0.1,2.9,0.2,3.4,1.1
1,Cu-rich PCDs,Highland Valley Cu-Mo distrct,66.6,0.3,16.4,3.0,0.1,1.1,3.4,4.5,2.0,0.1,26.5,726.8,5.2,58.8,1.2,836.0,8.2,17.2,1.9,6.3,1.6,0.5,1.3,0.2,0.9,0.2,0.6,0.1,0.7,0.1,1.4,0.1,0.9,1.5
0,Au-rich PCDs,Shaxi Cu-Au,55.73,0.58,17.32,7.5,0.03,2.65,4.14,5.66,2.12,0.35,58.5,884.0,10.8,38.8,4.5,580.0,15.8,34.3,4.21,17.2,3.55,1.33,3.16,0.42,2.31,0.43,1.16,0.16,0.96,0.15,1.1,0.24,2.8,1.0
1,Cu-rich PCDs,El Abra Cu-Mo,71.47,0.26,15.04,1.54,0.01,0.61,2.74,3.89,4.34,0.09,60.0,640.0,5.7,94.0,6.1,910.0,14.0,26.9,3.05,11.5,2.0,0.551,1.43,0.19,0.92,0.18,0.5,0.076,0.52,0.1,2.5,0.69,6.81,2.04
0,Au-rich PCDs,Nurkazghan Cu-Au,57.97,0.57,16.66,7.29,0.18,1.86,4.0,4.15,3.78,0.28,70.8,522.0,23.0,172.0,6.88,765.0,24.2,45.0,4.13,17.0,4.28,1.37,3.55,0.66,3.98,0.72,2.33,0.36,2.5,0.34,4.66,0.47,3.55,3.63
